id	scene_id	person	gender	original_line	line	metadata	filename
40701	19	ROSS	M	Ross: Okay! Okay. (To his parents) Look, I, uh- I realise you guys have been wondering what exactly happened between Carol and me, and, so, well, here's the deal. Carol's a lesbian. She's living with a woman named Susan. She's pregnant with my child, and she and Susan are going to raise the baby.	Okay! Okay. Look, I, uh I realise you guys have been wondering what exactly happened between Carol and me, and, so, well, here's the deal. Carol's a lesbian. She's living with a woman named Susan. She's pregnant with my child, and she and Susan are going to raise the baby.	Okay_RR !_! Okay_RR ._. Look_VV0 I_PPIS1 uh-_NN1 I_PPIS1 realise_VV0 you_PPY guys_NN2 have_VH0 been_VBN wondering_VVG what_DDQ exactly_RR happened_VVD between_II Carol_NP1 and_CC me_PPIO1 and_CC so_RR well_RR here_RL 's_VBZ the_AT deal_NN1 ._. Carol_NP1 's_VBZ a_AT1 lesbian_NN1 ._. She_PPHS1 's_VBZ living_VVG with_IW a_AT1 woman_NN1 named_VVN Susan_NP1 ._. She_PPHS1 's_VBZ pregnant_JJ with_IW my_APPGE child_NN1 and_CC she_PPHS1 and_CC Susan_NP1 are_VBR going_VVGK to_TO raise_VVI the_AT baby_NN1 ._.	0102.txt
40801	19	MRS. GELLER	F	Mrs. Geller: And you knew about this?!	And you knew about this?!	And_CC you_PPY knew_VVD about_II this_DD1 ?_? !_!	0102.txt
40901	20	JOEY	M	Joey: Your folks are really that bad, huh?	Your folks are really that bad, huh?	Your_APPGE folks_NN2 are_VBR really_RR that_DD1 bad_JJ huh_UH ?_?	0102.txt
41001	20	ROSS	M	Ross: Well, y'know, these people are pros. They know what they're doing, they take their time, they get the job done.	Well, y'know, these people are pros. They know what they're doing, they take their time, they get the job done.	Well_RR y'know_VV0 these_DD2 people_NN are_VBR pros_NN2 ._. They_PPHS2 know_VV0 what_DDQ they_PPHS2 're_VBR doing_VDG they_PPHS2 take_VV0 their_APPGE time_NNT1 they_PPHS2 get_VV0 the_AT job_NN1 done_VDN ._.	0102.txt
41101	20	MONICA	F	Monica: Boy, I know they say you can't change your parents,... boy, if you could-  -I'd want yours.	Boy, I know they say you can't change your parents,... boy, if you could -I'd want yours.	Boy_NN1 I_PPIS1 know_VV0 they_PPHS2 say_VV0 you_PPY ca_VM n't_XX change_VVI your_APPGE parents_NN2 ..._... boy_NN1 if_CS you_PPY could-_NN1 -I_MC1 'd_VM want_VVI yours_PPGE ._.	0102.txt
41201	20	ROSS	M	Ross: Must pee. 	Must pee.	Must_VM pee_VVI ._.	0102.txt
41301	20	PHOEBE	F	Phoebe: Y'know, it's even worse when you're twins.	Y'know, it's even worse when you're twins.	Y'know_NP1 it_PPH1 's_VBZ even_RR worse_JJR when_CS you_PPY 're_VBR twins_NN2 ._.	0102.txt
41401	20	RACHEL	F	Rachel: You're twins?	You're twins?	You_PPY 're_VBR twins_NN2 ?_?	0102.txt
41501	20	PHOEBE	F	Phoebe: Yeah. We don't speak. She's like this high-powered, driven career type.	Yeah. We don't speak. She's like this high-powered, driven career type.	Yeah_UH ._. We_PPIS2 do_VD0 n't_XX speak_VVI ._. She_PPHS1 's_VBZ like_II this_DD1 high-powered_NN1 driven_JJ career_NN1 type_NN1 ._.	0102.txt
41601	20	CHANDLER	M	Chandler: What does she do?	What does she do?	What_DDQ does_VDZ she_PPHS1 do_VDI ?_?	0102.txt
41701	20	PHOEBE	F	Phoebe: She's a waitress.	She's a waitress.	She_PPHS1 's_VBZ a_AT1 waitress._NNU	0102.txt
41801	20	RACHEL	F	Rachel: All right, you guys, I kinda gotta clean up now. 	Alright, you guys, I kinda gotta clean up now.	All_RR21 right_RR22 you_PPY guys_NN2 I_PPIS1 kinda_RR got_VVD ta_TO clean_VVI up_RP now_RT ._.	0102.txt
41901	20	MONICA	F	Monica: Chandler, you're an only child, right? You don't have any of this.	Chandler, you're an only child, right? You don't have any of this.	Chandler_NP1 you_PPY 're_VBR an_AT1 only_JJ child_NN1 right_RR ?_? You_PPY do_VD0 n't_XX have_VHI any_DD of_IO this_DD1 ._.	0102.txt
42001	20	CHANDLER	M	Chandler: Well, no, although I did have an imaginary friend, who... my parents actually preferred.	Well, no, although I did have an imaginary friend, who... my parents actually preferred.	Well_RR no_UH although_CS I_PPIS1 did_VDD have_VHI an_AT1 imaginary_JJ friend_NN1 who_PNQS ..._... my_APPGE parents_NN2 actually_RR preferred_VVN ._.	0102.txt
42101	20	RACHEL	F	Rachel: The lights, please..	The lights, please..	The_AT lights_NN2 please_RR .._...	0102.txt
42201	20	ROSS	M	Ross: ...How long was I in there?	...How long was I in there?	..._... How_RGQ long_RR was_VBDZ I_MC1 in_II there_RL ?_?	0102.txt
42301	20	RACHEL	F	Rachel: I'm just cleaning up.	I'm just cleaning up.	I_PPIS1 'm_VBM just_RR cleaning_VVG up_RP ._.	0102.txt
42401	20	ROSS	M	Ross: D'ya.. uh.. d'ya need any help?	D'ya.. uh.. d'ya need any help?	D'_VD0 ya_PPY .._... uh_UH .._... d'_VD0 ya_PPY need_VVI any_DD help_NN1 ?_?	0102.txt
42501	20	RACHEL	F	Rachel: Uh.. okay, sure! Thanks! 	Uh.. okay, sure! Thanks!	Uh_UH .._... okay_RR sure_JJ !_! Thanks_NN2 !_!	0102.txt
42601	20	ROSS	M	Ross: Anyway.. um..  So, you- uh- you nervous about Barry tomorrow?	Anyway.. um.. So, you uh you nervous about Barry tomorrow?	Anyway_RR .._... um_UH .._... So_RR you_PPY uh-_JJ you_PPY nervous_JJ about_II Barry_NP1 tomorrow_RT ?_?	0102.txt
42701	20	RACHEL	F	Rachel: Oh.. a little..	Oh.. a little..	Oh_UH .._... a_RR21 little_RR22 .._...	0102.txt
42801	20	ROSS	M	Ross: Mm-hmm..	Mm-hmm..	Mm-hmm_UH .._...	0102.txt
42901	20	RACHEL	F	Rachel: A lot.	A lot.	A_RR21 lot_RR22 ._.	0102.txt
43001	20	ROSS	M	Ross: Mm.	Mm.	Mm._NNU	0102.txt
43101	20	RACHEL	F	Rachel: So, got any advice? Y'know, as someone who's recently been- dumped?	So, got any advice? Y'know, as someone who's recently been dumped?	So_RR got_VVD any_DD advice_NN1 ?_? Y'know_VV0 as_CSA someone_PN1 who_PNQS 's_VHZ recently_RR been_VBN dumped_VVN ?_?	0102.txt
43201	20	ROSS	M	Ross: Well, you may wanna steer clear of the word 'dumped'. Chances are he's gonna be this, this broken shell of a man, y'know, so you should try not to look too terrific, I know it'll be hard. Or, y'know, uh, hey!, I'll go down there, and I'll give Barry back his ring, and you can go with Carol and Susan to the OB/GYN...	Well, you may wanna steer clear of the word 'dumped'. Chances are he's gonna be this, this broken shell of a man, y'know, so you should try not to look too terrific, I know it'll be hard. Or, y'know, uh, hey!, I'll go down there, and I'll give Barry back his ring, and you can go with Carol and Susan to the OB/GYN...	Well_RR you_PPY may_VM wan_VVI na_TO steer_VVI clear_RR of_IO the_AT word_NN1 'dumped'_NN1 ._. Chances_NN2 are_VBR he_PPHS1 's_VBZ gon_VVGK na_TO be_VBI this_DD1 this_DD1 broken_JJ shell_NN1 of_IO a_AT1 man_NN1 y'know_VV0 so_CS you_PPY should_VM try_VVI not_XX to_TO look_VVI too_RG terrific_JJ I_PPIS1 know_VV0 it_PPH1 'll_VM be_VBI hard_JJ ._. Or_CC y'know_VV0 uh_UH hey_UH !_! I_PPIS1 'll_VM go_VVI down_RP there_RL and_CC I_PPIS1 'll_VM give_VVI Barry_NP1 back_RP his_APPGE ring_NN1 and_CC you_PPY can_VM go_VVI with_IW Carol_NP1 and_CC Susan_NP1 to_II the_AT OB/GYN_NP1 ..._...	0102.txt
43301	20	RACHEL	F	Rachel: Oh, you've got Carol tomorrow.. When did it get so complicated?	Oh, you've got Carol tomorrow.. When did it get so complicated?	Oh_UH you_PPY 've_VH0 got_VVN Carol_NP1 tomorrow_RT .._... When_RRQ did_VDD it_PPH1 get_VVI so_RG complicated_JJ ?_?	0102.txt
43401	20	ROSS	M	Ross: Got me.	Got me.	Got_VVD me._NNU	0102.txt
43501	20	RACHEL	F	Rachel: Remember when we were in high school together?	Remember when we were in high school together?	Remember_VV0 when_RRQ we_PPIS2 were_VBDR in_II high_JJ school_NN1 together_RL ?_?	0102.txt
43601	20	ROSS	M	Ross: Yeah.	Yeah.	Yeah_UH ._.	0102.txt
43701	20	RACHEL	F	Rachel: I mean, didn't you think you were just gonna meet someone, fall in love- and that'd be it?  ..Ross?	I mean, didn't you think you were just gonna meet someone, fall in love- and that'd be it? ..Ross?	I_ZZ1 mean_JJ did_VDD n't_XX you_PPY think_VVI you_PPY were_VBDR just_RR gon_VVGK na_TO meet_VVI someone_PN1 fall_VV0 in_II love-_NN1 and_CC that_DD1 'd_VM be_VBI it_PPH1 ?_? .._... Ross_NP1 ?_?	0102.txt
43801	20	ROSS	M	Ross: Yes, yes!	Yes, yes!	Yes_UH yes_UH !_!	0102.txt
43901	20	RACHEL	F	Rachel: Oh! Man, I never thought I'd be here.. 	Oh! Man, I never thought I'd be here..	Oh_UH !_! Man_NN1 I_PPIS1 never_RR thought_VVD I_PPIS1 'd_VM be_VBI here_RL .._...	0102.txt
44001	20	ROSS	M	Ross: Me either... 	Me either...	Me_PPIO1 either_RR ..._...	0102.txt
44101	21	ROSS	M	Ross: Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway.	Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway.	Sorry_JJ I_PPIS1 'm_VBM late_JJ I_PPIS1 was_VBDZ stuck_VVN at_II work_NN1 ._. There_EX was_VBDZ this_DD1 big_JJ dinosaur_NN1 .._... thing_NN1 .._... anyway_RR ._.	0102.txt
44201	21	SUSAN	F	Susan: Hi.	Hi.	Hi_UH ._.	0102.txt
44301	21	CAROL	F	Carol: Ross, you remember Susan.	Ross, you remember Susan.	Ross_NP1 you_PPY remember_VV0 Susan_NP1 ._.	0102.txt
44401	21	ROSS	M	Ross: How could I forget?	How could I forget?	How_RRQ could_VM I_PPIS1 forget_VVI ?_?	0102.txt
44501	21	SUSAN	F	Susan: Ross.	Ross.	Ross_NP1 ._.	0102.txt
44601	21	ROSS	M	Ross: Hello, Susan. (To Carol) Good shake. Good shake. So, uh, we're just waiting for...?	Hello, Susan. Good shake. Good shake. So, uh, we're just waiting for...?	Hello_UH Susan_NP1 ._. Good_JJ shake_NN1 ._. Good_JJ shake_NN1 ._. So_RR uh_UH we_PPIS2 're_VBR just_RR waiting_VVG for_IF ..._... ?_?	0102.txt
44701	21	CAROL	F	Carol: Dr. Oberman.	Dr. Oberman.	Dr._NNB Oberman._NP1	0102.txt
44801	21	ROSS	M	Ross: ..Dr. Oberman. Okay. And is he-	..Dr. Oberman. Okay. And is he	.._... Dr._NNB Oberman_NP1 ._. Okay_RR ._. And_CC is_VBZ he_PPHS1	0102.txt
44901	21	SUSAN	F	Susan: She.	She.	She_PPHS1 ._.	0102.txt
45001	21	ROSS	M	Ross: she, of course, she- uh- familiar with our.. special situation?	she, of course, she- uh familiar with our.. special situation?	she_PPHS1 of_RR21 course_RR22 she-_JJ uh-_JJ familiar_JJ with_IW our_APPGE .._... special_JJ situation_NN1 ?_?	0102.txt
45101	21	CAROL	F	Carol: Yes, and she's very supportive.	Yes, and she's very supportive.	Yes_UH and_CC she_PPHS1 's_VBZ very_RG supportive_JJ ._.	0102.txt
45201	21	ROSS	M	Ross: Okay, that's great.  No, I'm- Oh. 	Okay, that's great. No, I'm Oh.	Okay_RR that_DD1 's_VBZ great_JJ ._. No_UH I'm-_NN1 Oh_UH ._.	0102.txt
45301	21	CAROL	F	Carol: Thanks.	Thanks.	Thanks_NN2 ._.	0102.txt
45401	21	ROSS	M	Ross: Quack, quack..	Quack, quack..	Quack_VV0 quack_UH .._...	0102.txt
45501	21	CAROL	F	Carol: Ross? That opens my cervix. 	Ross? That opens my cervix.	Ross_NP1 ?_? That_DD1 opens_VVZ my_APPGE cervix._NNU	0102.txt
45601	22	RACHEL	F	Rachel: Barry?	Barry?	Barry_NP1 ?_?	0102.txt
45701	22	BARRY	M	Barry: C'mon in.	C'mon in.	C'm_VV0 on_RP in._II	0102.txt
45801	22	RACHEL	F	Rachel: Are you sure?	Are you sure?	Are_VBR you_PPY sure_JJ ?_?	0102.txt
45901	22	BARRY	M	Barry: Yeah! It's fine, it's fine. Robbie's gonna be here for hours.	Yeah! It's fine, it's fine. Robbie's gonna be here for hours.	Yeah_UH !_! It_PPH1 's_VBZ fine_JJ it_PPH1 's_VBZ fine_JJ ._. Robbie_NP1 's_VBZ gon_VVGK na_TO be_VBI here_RL for_IF hours_NNT2 ._.	0102.txt
46001	22	ROBBIE	M	Robbie: Huh?!	Huh?!	Huh_UH ?_? !_!	0102.txt
46101	22	BARRY	M	Barry: So, how ya doin?	So, how ya doin?	So_RR how_RRQ ya_PPY doin_VVG ?_?	0102.txt
46201	22	RACHEL	F	Rachel: I'm- uh- I'm okay... You look great!	I'm uh I'm okay... You look great!	I'm-_JJ uh-_NN1 I_PPIS1 'm_VBM okay_JJ ..._... You_PPY look_VV0 great_JJ !_!	0102.txt
46301	22	BARRY	M	Barry: Yeah, well..	Yeah, well..	Yeah_UH well_RR .._...	0102.txt
46401	22	BERNICE	U	Bernice: Dr. Farber, Jason Greenstein's gagging.	Dr. Farber, Jason Greenstein's gagging.	Dr._NNB Farber_NP1 Jason_NP1 Greenstein_NP1 's_VBZ gagging_VVG ._.	0102.txt
46501	22	BARRY	M	Barry: Be right there. (To Robbie and Rachel) Be back in a sec.	Be right there. Be back in a sec.	Be_VBI right_RR there_RL ._. Be_VB0 back_JJ in_II a_AT1 sec._NNU	0102.txt
46601	22	RACHEL	F	Rachel: I dumped him.	I dumped him.	I_ZZ1 dumped_VVD him_PPHO1 ._.	0102.txt
46701	22	ROBBIE	M	Robbie: Okay.	Okay.	Okay_RR ._.	0102.txt
46801	23	ROSS	M	Ross: So, um- so how's this, uh, how's this gonna work? Y'know, with us? Y'know, when, like, important decisions have to be made?	So, um- so how's this, uh, how's this gonna work? Y'know, with us? Y'know, when, like, important decisions have to be made?	So_RR um-_NN1 so_RR how_RRQ 's_VBZ this_DD1 uh_UH how_RRQ 's_VBZ this_DD1 gon_VVGK na_TO work_VVI ?_? Y'know_VV0 with_IW us_PPIO2 ?_? Y'know_VV0 when_RRQ like_RR important_JJ decisions_NN2 have_VH0 to_TO be_VBI made_VVN ?_?	0102.txt
46901	23	CAROL	F	Carol: Give me a 'for instance'.	Give me a 'for instance'.	Give_VV0 me_PPIO1 a_AT1 'for_NN1 instance'._NNU	0102.txt
47001	23	ROSS	M	Ross: Well, uh, uh, I don't know, okay, okay, how about with the, uh, with the baby's name?	Well, uh, uh, I don't know, okay, okay, how about with the, uh, with the baby's name?	Well_RR uh_UH uh_UH I_PPIS1 do_VD0 n't_XX know_VVI okay_RR okay_RR how_RRQ about_II with_IW the_AT uh_UH with_IW the_AT baby_NN1 's_GE name_NN1 ?_?	0102.txt
47101	23	CAROL	F	Carol: Marlon-	Marlon	Marlon_NP1	0102.txt
47201	23	ROSS	M	Ross: Marlon?!	Marlon?!	Marlon_NP1 ?_? !_!	0102.txt
47301	23	CAROL	F	Carol: if it's a boy, Minnie if it's a girl.	if it's a boy, Minnie if it's a girl.	if_CS it_PPH1 's_VBZ a_AT1 boy_NN1 Minnie_NP1 if_CS it_PPH1 's_VBZ a_AT1 girl_NN1 ._.	0102.txt
47401	23	ROSS	M	Ross: ...As in Mouse?	...As in Mouse?	..._... As_CSA in_II Mouse_NN1 ?_?	0102.txt
47501	23	CAROL	F	Carol: As in my grandmother.	As in my grandmother.	As_CSA in_II my_APPGE grandmother_NN1 ._.	0102.txt
47601	23	ROSS	M	Ross: Still, you- you say Minnie, you hear Mouse. Um, how about, um.. how about Julia?	Still, you say Minnie, you hear Mouse. Um, how about, um.. how about Julia?	Still_RR you_PPY say_VV0 Minnie_NP1 you_PPY hear_VV0 Mouse_NN1 ._. Um_UH how_RRQ about_II um_UH .._... how_RRQ about_II Julia_NP1 ?_?	0102.txt
47701	23	CAROL	F	Carol: Julia..	Julia..	Julia_NP1 .._...	0102.txt
47801	23	SUSAN	F	Susan: We agreed on Minnie.	We agreed on Minnie.	We_PPIS2 agreed_VVD on_II Minnie_NP1 ._.	0102.txt
47901	23	ROSS	M	Ross: 'S'funny, um, uh, we agreed we'd spend the rest of our lives together. Things change, roll with the punches. I believe Julia's on the table..?	'S'funny, um, uh, we agreed we'd spend the rest of our lives together. Things change, roll with the punches. I believe Julia's on the table..?	'S'funny_NN1 um_UH uh_UH we_PPIS2 agreed_VVD we_PPIS2 'd_VM spend_VVI the_AT rest_NN1 of_IO our_APPGE lives_NN2 together_RL ._. Things_NN2 change_VV0 roll_VV0 with_IW the_AT punches_NN2 ._. I_PPIS1 believe_VV0 Julia_NP1 's_VBZ on_II the_AT table_NN1 .._... ?_?	0102.txt
48001	24	BARRY	M	Barry: Sorry about that. So. What have you been up to?	Sorry about that. So. What have you been up to?	Sorry_JJ about_II that_DD1 ._. So_RR ._. What_DDQ have_VH0 you_PPY been_VBN up_II21 to_II22 ?_?	0102.txt
48101	24	RACHEL	F	Rachel: Oh, not much. I got a job.	Oh, not much. I got a job.	Oh_UH not_XX much_RR ._. I_PPIS1 got_VVD a_AT1 job_NN1 ._.	0102.txt
48201	24	BARRY	M	Barry: Oh, that's great.	Oh, that's great.	Oh_UH that_DD1 's_VBZ great_JJ ._.	0102.txt
48301	24	RACHEL	F	Rachel: Why are- why are you so tanned?	Why are why are you so tanned?	Why_RRQ are-_NN1 why_RRQ are_VBR you_PPY so_RG tanned_JJ ?_?	0102.txt
48401	24	BARRY	M	Barry: Oh, I, uh- I went to Aruba.	Oh, I, uh I went to Aruba.	Oh_UH I_PPIS1 uh-_NN1 I_PPIS1 went_VVD to_II Aruba_NP1 ._.	0102.txt
48501	24	RACHEL	F	Rachel: Oh no. You went on our honeymoon alone?	Oh no. You went on our honeymoon alone?	Oh_UH no_UH ._. You_PPY went_VVD on_II our_APPGE honeymoon_NN1 alone_RR ?_?	0102.txt
48601	24	BARRY	M	Barry: No. I went with, uh.. Now, this may hurt.	No. I went with, uh.. Now, this may hurt.	No_UH ._. I_PPIS1 went_VVD with_IW uh_UH .._... Now_RT this_DD1 may_VM hurt_VVI ._.	0102.txt
48701	24	ROBBIE	M	Robbie: Me?!	Me?!	Me_PPIO1 ?_? !_!	0102.txt
48801	24	BARRY	M	Barry: No!  I went with Mindy.	No! I went with Mindy.	No_UH !_! I_PPIS1 went_VVD with_IW Mindy._NP1	0102.txt
48901	24	RACHEL	F	Rachel: Mindy?! My maid of honour, Mindy?!	Mindy?! My maid of honour, Mindy?!	Mindy_NN1 ?_? !_! My_APPGE maid_NN1 of_IO honour_NN1 Mindy_NP1 ?_? !_!	0102.txt
49001	24	BARRY	M	Barry: Yeah, well, uh, we're kind of a thing now.	Yeah, well, uh, we're kind of a thing now.	Yeah_UH well_RR uh_UH we_PPIS2 're_VBR kind_RR21 of_RR22 a_AT1 thing_NN1 now_RT ._.	0102.txt
49101	24	RACHEL	F	Rachel: Oh! Well, um..  You've got plugs!	Oh! Well, um.. You've got plugs!	Oh_UH !_! Well_RR um_UH .._... You_PPY 've_VH0 got_VVN plugs_NN2 !_!	0102.txt
49201	24	BARRY	M	Barry: Careful! They haven't quite taken yet.	Careful! They haven't quite taken yet.	Careful_JJ !_! They_PPHS2 have_VH0 n't_XX quite_RR taken_VVN yet_RR ._.	0102.txt
49301	24	RACHEL	F	Rachel: And you've got lenses! But you hate sticking your finger in your eye!	And you've got lenses! But you hate sticking your finger in your eye!	And_CC you_PPY 've_VH0 got_VVN lenses_NN2 !_! But_CCB you_PPY hate_VV0 sticking_VVG your_APPGE finger_NN1 in_II your_APPGE eye_NN1 !_!	0102.txt
49401	24	BARRY	M	Barry: Not for her. Listen, I really wanted to thank you.	Not for her. Listen, I really wanted to thank you.	Not_XX for_IF her_PPHO1 ._. Listen_VV0 I_PPIS1 really_RR wanted_VVD to_TO thank_VVI you_PPY ._.	0102.txt
49501	24	RACHEL	F	Rachel: Okay..	Okay..	Okay_RR .._...	0102.txt
49601	24	BARRY	M	Barry: See, about a month ago, I wanted to hurt you. More than I've ever wanted to hurt anyone in my life. And I'm an orthodontist.	See, about a month ago, I wanted to hurt you. More than I've ever wanted to hurt anyone in my life. And I'm an orthodontist.	See_VV0 about_II a_AT1 month_NNT1 ago_RA I_PPIS1 wanted_VVD to_TO hurt_VVI you_PPY ._. More_DAR than_CSN I_PPIS1 've_VH0 ever_RR wanted_VVN to_TO hurt_VVI anyone_PN1 in_II my_APPGE life_NN1 ._. And_CC I_PPIS1 'm_VBM an_AT1 orthodontist._NNU	0102.txt
49701	24	RACHEL	F	Rachel: Wow.	Wow.	Wow_UH ._.	0102.txt
49801	24	BARRY	M	Barry: You know, you were right? I mean, I thought we were happy. We weren't happy. But with Mindy, now I'm happy. Spit.	You know, you were right? I mean, I thought we were happy. We weren't happy. But with Mindy, now I'm happy. Spit.	You_PPY know_VV0 you_PPY were_VBDR right_JJ ?_? I_PPIS1 mean_VV0 I_PPIS1 thought_VVD we_PPIS2 were_VBDR happy_JJ ._. We_PPIS2 were_VBDR n't_XX happy_JJ ._. But_CCB with_IW Mindy_NP1 now_RT I_PPIS1 'm_VBM happy_JJ ._. Spit_VV0 ._.	0102.txt
49901	24	RACHEL	F	Rachel: What?	What?	What_DDQ ?_?	0102.txt
50001	24	ROBBIE	M	Robbie: Me. 	Me.	Me._NN1	0102.txt
50101	24	RACHEL	F	Rachel: Anyway, um,  I guess this belongs to you. And thank you for giving it to me.	Anyway, um, I guess this belongs to you. And thank you for giving it to me.	Anyway_RR um_UH I_PPIS1 guess_VV0 this_DD1 belongs_VVZ to_II you_PPY ._. And_CC thank_VV0 you_PPY for_IF giving_VVG it_PPH1 to_II me._NNU	0102.txt
50201	24	BARRY	M	Barry: Well, thank you for giving it back.	Well, thank you for giving it back.	Well_RR thank_VV0 you_PPY for_IF giving_VVG it_PPH1 back_RP ._.	0102.txt
50301	24	ROBBIE	M	Robbie: Hello?!	Hello?!	Hello_UH ?_? !_!	0102.txt
50401	25	SUSAN	F	Susan: Oh, please! What's wrong with Helen?	Oh, please! What's wrong with Helen?	Oh_UH please_RR !_! What_DDQ 's_VBZ wrong_JJ with_IW Helen_NP1 ?_?	0102.txt
50501	25	ROSS	M	Ross: Helen Geller? I don't think so.	Helen Geller? I don't think so.	Helen_NP1 Geller_NP1 ?_? I_PPIS1 do_VD0 n't_XX think_VVI so_RR ._.	0102.txt
50601	25	CAROL	F	Carol: Hello? It's not gonna be Helen Geller.	Hello? It's not gonna be Helen Geller.	Hello_UH ?_? It_PPH1 's_VBZ not_XX gon_VVGK na_TO be_VBI Helen_NP1 Geller._NP1	0102.txt
50701	25	ROSS	M	Ross: Thank you!	Thank you!	Thank_VV0 you_PPY !_!	0102.txt
50801	25	CAROL	F	Carol: No, I mean it's not Geller.	No, I mean it's not Geller.	No_UH I_PPIS1 mean_VV0 it_PPH1 's_VBZ not_XX Geller._NP1	0102.txt
50901	25	ROSS	M	Ross: What, it's gonna be Helen Willick?	What, it's gonna be Helen Willick?	What_DDQ it_PPH1 's_VBZ gon_VVGK na_TO be_VBI Helen_NP1 Willick_NP1 ?_?	0102.txt
51001	25	CAROL	F	Carol: No, actually, um, we talked about Helen Willick-Bunch.	No, actually, um, we talked about Helen Willick-Bunch.	No_UH actually_RR um_UH we_PPIS2 talked_VVD about_II Helen_NP1 Willick-Bunch._NP1	0102.txt
